Timestamp,StationName,AirTemperature,WindSpeed,SunshineDuration,HasNullValue
2025-07-14T13:40:00+08:00,玉山,13.8,1.0,6.1,False
2025-07-14T13:40:00+08:00,嘉義,32.5,4.4,5.7,False
2025-07-14T13:40:00+08:00,臺南,31.4,3.4,2.2,False
2025-07-14T13:40:00+08:00,高雄,31.1,2.9,3.1,False
2025-07-14T13:40:00+08:00,恆春,31.5,2.6,5.6,False
2025-07-14T13:40:00+08:00,宜蘭,30.4,4.5,0.6,False
2025-07-14T13:40:00+08:00,花蓮,30.3,4.7,4.7,False
2025-07-14T13:40:00+08:00,成功,31.1,1.8,5.8,False
2025-07-14T13:40:00+08:00,臺東,31.4,1.4,5.6,False
2025-07-14T13:40:00+08:00,大武,32.2,1.8,7.6,False
2025-07-14T13:40:00+08:00,蘭嶼,28.5,9.1,6.1,False
2025-07-14T13:40:00+08:00,東吉島,30.3,6.7,6.3,False
2025-07-14T13:40:00+08:00,永康,31.9,3.9,3.0,False
2025-07-14T13:40:00+08:00,臺北,31.9,1.9,0.2,False
2025-07-14T13:40:00+08:00,金門,31.0,1.0,2.2,False
2025-07-14T13:40:00+08:00,馬祖,28.3,5.1,2.4,False
2025-07-14T13:40:00+08:00,新屋,29.5,7.5,0.0,False
2025-07-14T13:40:00+08:00,田中,33.0,3.0,6.2,False
2025-07-14T13:40:00+08:00,後龍,31.3,4.6,0.5,False
2025-07-14T13:40:00+08:00,古坑,32.5,3.9,6.2,False
2025-07-14T13:50:00+08:00,基隆,31.0,1.2,0.0,False
2025-07-14T13:50:00+08:00,新北,31.0,3.4,0.6,False
2025-07-14T13:50:00+08:00,鞍部,23.6,3.7,0.0,False
2025-07-14T13:50:00+08:00,新竹,29.9,2.4,0.3,False
2025-07-14T13:50:00+08:00,臺中,32.8,2.3,4.0,False
2025-07-14T13:50:00+08:00,澎湖,31.1,3.8,6.3,False
2025-07-14T13:50:00+08:00,日月潭,27.8,0.8,3.6,False
2025-07-14T13:50:00+08:00,阿里山,16.6,1.0,3.4,False
2025-07-14T13:50:00+08:00,玉山,15.6,1.8,6.2,False
2025-07-14T13:50:00+08:00,嘉義,32.6,4.7,5.8,False
2025-07-14T13:50:00+08:00,臺南,31.3,3.4,2.3,False
2025-07-14T13:50:00+08:00,高雄,30.8,2.9,3.2,False
2025-07-14T13:50:00+08:00,恆春,31.9,2.3,5.7,False
2025-07-14T13:50:00+08:00,宜蘭,30.2,3.6,0.6,False
2025-07-14T13:50:00+08:00,花蓮,30.0,5.1,4.7,False
2025-07-14T13:50:00+08:00,成功,31.7,1.0,6.0,False
2025-07-14T13:50:00+08:00,臺東,32.1,2.2,5.7,False
2025-07-14T13:50:00+08:00,大武,32.0,1.9,7.8,False
2025-07-14T13:50:00+08:00,蘭嶼,28.6,9.5,6.3,False
2025-07-14T13:50:00+08:00,東吉島,30.1,6.8,6.5,False
2025-07-14T13:50:00+08:00,永康,32.2,3.6,3.2,False
2025-07-14T13:50:00+08:00,臺北,31.9,2.2,0.2,False
2025-07-14T13:50:00+08:00,金門,31.0,0.9,2.2,False
2025-07-14T13:50:00+08:00,馬祖,28.7,4.4,2.4,False
2025-07-14T13:50:00+08:00,新屋,29.4,7.4,0.0,False
2025-07-14T13:50:00+08:00,田中,33.1,2.5,6.4,False
2025-07-14T13:50:00+08:00,後龍,31.6,4.2,0.6,False
2025-07-14T13:50:00+08:00,古坑,32.2,2.7,6.2,False
2025-07-14T14:00:00+08:00,基隆,31.1,1.5,0.0,False
2025-07-14T14:00:00+08:00,新北,30.9,3.4,0.6,False
2025-07-14T14:00:00+08:00,鞍部,24.0,3.0,0.0,False
2025-07-14T14:00:00+08:00,新竹,30.1,2.5,0.3,False
2025-07-14T14:00:00+08:00,臺中,33.2,2.0,4.0,False
2025-07-14T14:00:00+08:00,澎湖,31.3,3.3,6.4,False
2025-07-14T14:00:00+08:00,日月潭,26.9,0.6,3.8,False
2025-07-14T14:00:00+08:00,阿里山,16.5,1.1,3.4,False
2025-07-14T14:00:00+08:00,玉山,13.8,1.6,6.2,False
2025-07-14T14:00:00+08:00,嘉義,32.5,4.2,5.9,False
2025-07-14T14:00:00+08:00,臺南,31.1,3.5,2.4,False
2025-07-14T14:00:00+08:00,高雄,30.7,2.6,3.3,False
2025-07-14T14:00:00+08:00,恆春,31.7,2.3,5.9,False
2025-07-14T14:00:00+08:00,宜蘭,30.2,3.5,0.6,False
2025-07-14T14:00:00+08:00,花蓮,29.9,4.3,4.7,False
2025-07-14T14:00:00+08:00,成功,32.4,0.6,6.2,False
2025-07-14T14:00:00+08:00,臺東,31.6,1.6,5.9,False
2025-07-14T14:00:00+08:00,大武,31.9,1.5,7.9,False
2025-07-14T14:00:00+08:00,蘭嶼,28.1,9.6,6.4,False
2025-07-14T14:00:00+08:00,東吉島,30.0,7.2,6.6,False
2025-07-14T14:00:00+08:00,永康,32.0,4.2,3.3,False
2025-07-14T14:00:00+08:00,臺北,31.6,2.3,0.2,False
2025-07-14T14:00:00+08:00,金門,31.3,2.6,2.3,False
2025-07-14T14:00:00+08:00,馬祖,29.2,4.1,2.5,False
2025-07-14T14:00:00+08:00,新屋,29.3,7.2,0.0,False
2025-07-14T14:00:00+08:00,田中,32.6,3.2,6.5,False
2025-07-14T14:00:00+08:00,後龍,31.1,4.4,0.6,False
2025-07-14T14:00:00+08:00,古坑,31.9,3.3,6.3,False
2025-07-14T14:10:00+08:00,基隆,31.2,1.1,0.0,False
2025-07-14T14:10:00+08:00,新北,30.8,3.1,0.6,False
2025-07-14T14:10:00+08:00,鞍部,23.6,2.9,0.0,False
2025-07-14T14:10:00+08:00,新竹,30.3,2.8,0.3,False
2025-07-14T14:10:00+08:00,臺中,33.0,2.6,4.1,False
2025-07-14T14:10:00+08:00,澎湖,31.3,3.2,6.6,False
2025-07-14T14:10:00+08:00,日月潭,26.7,0.7,3.8,False
2025-07-14T14:10:00+08:00,阿里山,16.8,0.9,3.5,False
2025-07-14T14:10:00+08:00,玉山,11.0,2.3,6.2,False
2025-07-14T14:10:00+08:00,嘉義,32.6,4.9,6.0,False
2025-07-14T14:10:00+08:00,臺南,31.1,4.4,2.5,False
2025-07-14T14:10:00+08:00,高雄,30.7,2.3,3.4,False
2025-07-14T14:10:00+08:00,恆春,31.9,2.1,6.0,False
2025-07-14T14:10:00+08:00,宜蘭,30.1,3.5,0.6,False
2025-07-14T14:10:00+08:00,花蓮,29.9,2.9,4.7,False
2025-07-14T14:10:00+08:00,成功,31.7,0.7,6.3,False
2025-07-14T14:10:00+08:00,臺東,31.8,1.7,6.1,False
2025-07-14T14:10:00+08:00,大武,32.0,1.6,8.1,False
2025-07-14T14:10:00+08:00,蘭嶼,28.3,9.3,6.5,False
2025-07-14T14:10:00+08:00,東吉島,30.1,7.5,6.8,False
2025-07-14T14:10:00+08:00,永康,31.9,3.7,3.4,False
2025-07-14T14:10:00+08:00,臺北,31.7,1.2,0.2,False
2025-07-14T14:10:00+08:00,金門,32.1,2.4,2.4,False
2025-07-14T14:10:00+08:00,馬祖,29.4,4.9,2.6,False
2025-07-14T14:10:00+08:00,新屋,29.5,7.3,0.0,False
2025-07-14T14:10:00+08:00,田中,33.2,3.2,6.6,False
2025-07-14T14:10:00+08:00,後龍,30.7,4.2,0.6,False
2025-07-14T14:10:00+08:00,古坑,32.7,2.8,6.4,False
2025-07-14T14:20:00+08:00,基隆,31.3,1.3,0.0,False
2025-07-14T14:20:00+08:00,新北,30.7,4.2,0.6,False
2025-07-14T14:20:00+08:00,鞍部,23.6,3.1,0.0,False
2025-07-14T14:20:00+08:00,新竹,30.4,3.0,0.3,False
2025-07-14T14:20:00+08:00,臺中,32.8,3.0,4.2,False
2025-07-14T14:20:00+08:00,澎湖,31.5,3.5,6.8,False
2025-07-14T14:20:00+08:00,日月潭,26.3,0.6,3.9,False
2025-07-14T14:20:00+08:00,阿里山,16.6,0.7,3.5,False
2025-07-14T14:20:00+08:00,玉山,15.1,2.0,6.3,False
2025-07-14T14:20:00+08:00,嘉義,32.4,5.2,6.1,False
2025-07-14T14:20:00+08:00,臺南,31.0,3.9,2.7,False
2025-07-14T14:20:00+08:00,高雄,30.7,2.5,3.5,False
2025-07-14T14:20:00+08:00,恆春,31.8,2.5,6.2,False
2025-07-14T14:20:00+08:00,宜蘭,30.3,3.0,0.6,False
2025-07-14T14:20:00+08:00,花蓮,29.7,3.5,4.7,False
2025-07-14T14:20:00+08:00,成功,31.6,0.7,6.5,False
2025-07-14T14:20:00+08:00,臺東,31.3,1.4,6.2,False
2025-07-14T14:20:00+08:00,大武,32.0,2.2,8.3,False
2025-07-14T14:20:00+08:00,蘭嶼,28.2,9.6,6.6,False
2025-07-14T14:20:00+08:00,東吉島,30.1,7.3,7.0,False
2025-07-14T14:20:00+08:00,永康,31.8,4.3,3.6,False
2025-07-14T14:20:00+08:00,臺北,31.4,1.0,0.2,False
2025-07-14T14:20:00+08:00,金門,31.5,3.0,2.6,False
2025-07-14T14:20:00+08:00,馬祖,29.1,5.1,2.7,False
2025-07-14T14:20:00+08:00,新屋,29.7,7.2,0.0,False
2025-07-14T14:20:00+08:00,田中,33.2,3.2,6.8,False
2025-07-14T14:20:00+08:00,後龍,31.0,4.9,0.7,False
2025-07-14T14:20:00+08:00,古坑,32.2,3.3,6.4,False
2025-07-14T14:30:00+08:00,基隆,31.0,0.7,0.0,False
2025-07-14T14:30:00+08:00,新北,30.9,3.0,0.6,False
2025-07-14T14:30:00+08:00,鞍部,23.5,2.9,0.0,False
2025-07-14T14:30:00+08:00,新竹,30.3,3.5,0.3,False
2025-07-14T14:30:00+08:00,臺中,33.0,2.4,4.3,False
2025-07-14T14:30:00+08:00,澎湖,31.3,3.0,6.9,False
2025-07-14T14:30:00+08:00,日月潭,25.8,0.8,3.9,False
2025-07-14T14:30:00+08:00,阿里山,16.8,0.6,3.5,False
2025-07-14T14:30:00+08:00,玉山,11.2,1.3,6.3,False
2025-07-14T14:30:00+08:00,嘉義,32.5,4.2,6.2,False
2025-07-14T14:30:00+08:00,臺南,30.8,4.1,2.8,False
2025-07-14T14:30:00+08:00,高雄,30.7,2.3,3.7,False
2025-07-14T14:30:00+08:00,恆春,31.8,2.0,6.3,False
2025-07-14T14:30:00+08:00,宜蘭,30.4,2.5,0.6,False
2025-07-14T14:30:00+08:00,花蓮,29.7,3.3,4.7,False
2025-07-14T14:30:00+08:00,成功,31.3,1.2,6.7,False
2025-07-14T14:30:00+08:00,臺東,31.3,1.4,6.2,False
2025-07-14T14:30:00+08:00,大武,31.7,2.2,8.4,False
2025-07-14T14:30:00+08:00,蘭嶼,28.2,10.4,6.7,False
2025-07-14T14:30:00+08:00,東吉島,30.2,6.9,7.1,False
2025-07-14T14:30:00+08:00,永康,31.7,4.4,3.8,False
2025-07-14T14:30:00+08:00,臺北,31.5,1.6,0.2,False
2025-07-14T14:30:00+08:00,金門,32.5,2.4,2.7,False
2025-07-14T14:30:00+08:00,馬祖,29.4,5.2,2.9,False
2025-07-14T14:30:00+08:00,新屋,29.7,7.3,0.0,False
2025-07-14T14:30:00+08:00,田中,33.3,2.5,6.9,False
2025-07-14T14:30:00+08:00,後龍,30.8,3.9,0.7,False
2025-07-14T14:30:00+08:00,古坑,31.6,3.2,6.4,False
2025-07-14T14:40:00+08:00,基隆,31.3,1.4,0.0,False
2025-07-14T14:40:00+08:00,新北,31.0,3.7,0.6,False
2025-07-14T14:40:00+08:00,鞍部,23.5,2.8,0.0,False
2025-07-14T14:40:00+08:00,新竹,30.3,3.2,0.3,False
2025-07-14T14:40:00+08:00,臺中,33.2,3.4,4.4,False
2025-07-14T14:40:00+08:00,澎湖,31.1,3.0,7.1,False
2025-07-14T14:40:00+08:00,日月潭,25.1,0.7,3.9,False
2025-07-14T14:40:00+08:00,阿里山,16.2,1.0,3.5,False
2025-07-14T14:40:00+08:00,玉山,9.4,3.8,6.3,False
2025-07-14T14:40:00+08:00,嘉義,32.5,4.3,6.3,False
2025-07-14T14:40:00+08:00,臺南,31.2,3.4,2.9,False
2025-07-14T14:40:00+08:00,高雄,30.7,2.4,3.8,False
2025-07-14T14:40:00+08:00,恆春,31.8,2.1,6.5,False
2025-07-14T14:40:00+08:00,宜蘭,30.3,2.6,0.6,False
2025-07-14T14:40:00+08:00,花蓮,29.9,2.4,4.7,False
2025-07-14T14:40:00+08:00,成功,31.9,0.8,6.8,False
2025-07-14T14:40:00+08:00,臺東,31.5,1.8,6.3,False
2025-07-14T14:40:00+08:00,大武,31.8,1.5,8.5,False
2025-07-14T14:40:00+08:00,蘭嶼,28.2,9.1,6.8,False
2025-07-14T14:40:00+08:00,東吉島,30.3,6.4,7.3,False
2025-07-14T14:40:00+08:00,永康,32.3,3.8,3.9,False
2025-07-14T14:40:00+08:00,臺北,31.7,2.2,0.2,False
2025-07-14T14:40:00+08:00,金門,32.0,2.2,2.9,False
2025-07-14T14:40:00+08:00,馬祖,29.7,4.7,3.1,False
2025-07-14T14:40:00+08:00,新屋,29.7,7.2,0.0,False
2025-07-14T14:40:00+08:00,田中,32.9,2.3,7.0,False
2025-07-14T14:40:00+08:00,後龍,31.0,5.1,0.8,False
2025-07-14T14:40:00+08:00,古坑,31.5,2.7,6.4,False
